water req,month,Min Temp,Max Temp,Humidity,Wind,Sun,Rad,Rain,altitude,latitude,longitude,crop,soil,city
236.67,,27.09,39.03,63.04,312.05,9.06,23.2,32.03,7.03,13.13,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
155.76,,28.04,39.04,54.09,216.01,7.04,20.6,80.01,216.08,28.74,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.01,,25.04,34.02,73.0,264.1,5.01,17.52,213.05,431.06,26.97,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
117.990001,,28.09,39.05,54.04,216.06,7.03,20.69,80.07,216.08,28.77,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
155.79,,28.03,39.06,54.04,216.04,7.04,20.68,80.07,216.07,28.79,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
140.72,,25.05,35.61,54.06,354.1,5.83,18.4002,71.61,281.04,15.8501,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
0.08,,25.08,30.08,83.03,336.02,2.05,12.8701,640.01,14.05,19.0802,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
10.62,,26.1,32.0,77.05,288.08,5.05,17.37,560.03,14.03,19.0802,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
23.79,,15.07,29.08,57.04,168.08,11.05,22.9398,20.02,216.03,28.72,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
0.01,,25.05,31.06,81.01,168.09,5.02,16.35,320.02,14.01,19.07,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
143.16,,26.06,36.04,70.09,264.09,9.7099,24.52,10.05,7.02,13.1,,,,
,April,,,,,,,,,,wheat,red sandy,chennai,
224.2,,27.03,39.08,46.05,312.03,7.02,20.64,51.07,431.04,26.95,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
184.28,,24.03,33.02,28.08,192.01,10.05,24.7,10.04,14.06,19.14,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
221.18,,26.1,39.09,42.03,192.08,8.07,21.93,30.09,216.01,28.7598,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
31.8,,25.01,34.05,72.06,120.02,6.01,16.73,110.01,216.05,28.8,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
185.76,,26.04,39.3494,34.04,138.07,9.29,23.69,10.05,281.01,15.83,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
39.09,,21.03,32.07,62.1,168.04,9.09,22.06,10.0,14.02,19.0802,,,,
,March,,,,,,,,,,wheat,red sandy,mumbai,
31.87,,25.08,34.08,72.06,120.03,6.08,16.7598,110.09,216.06,28.7798,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
149.52,,26.06,39.39,34.01,138.02,9.28,23.62,10.0,281.03,15.81,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
5.4701,,27.09,34.07,80.01,168.05,4.59,16.7,301.07,9.01,22.72,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
10.92,,26.08,32.06,77.04,288.02,5.09,17.37,560.0,14.01,19.07,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
46.87,,16.0,32.06,35.09,192.08,8.04,19.23,5.04,431.08,26.95,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
83.98,,16.03,32.0,35.09,192.05,8.05,19.23,5.01,431.02,26.97,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
216.41,,27.05,39.07,46.01,312.03,7.04,20.68,51.09,431.08,26.97,,,,
,June,,,,,,,,,,75.78,potato,red loamy,jaipur
16.7598,,22.06,34.04,63.08,120.06,8.43,20.52,28.04,9.1,22.71,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
411.36,,26.07,39.02,42.01,192.1,8.03,21.99,30.02,216.06,28.73,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
140.73,,25.08,35.67,54.06,354.05,5.89995,18.32,71.619,281.02,15.8501,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
140.7699998,,25.06,35.7,54.09,354.03,5.81,18.32,71.63,281.03,15.89,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
84.47,,25.04,36.0,70.02,192.08,9.27,23.34,51.04,9.01,22.7798,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
220.880002,,26.02,39.0,42.06,192.0,8.01,21.97,30.08,216.01,28.73,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
140.7699998,,25.02,35.67,54.04,354.0,5.8199,18.39,71.63,281.04,15.89,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
90.369,,25.08,35.02,70.07,264.02,6.28,18.95,154.03,7.06,13.12,,,,
,august,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
246.46,,27.21,40.1,37.08,225.01,8.33,22.21,44.48,281.03,15.81,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
16.4198,,23.88,32.59,64.02,363.04,4.42,16.2798,96.01,281.08,15.88,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
155.7399998,,28.05,39.02,54.04,216.0,7.0,20.69,80.04,216.07,28.79,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
201.75,,27.09,33.09,69.05,240.03,10.07,25.03,10.03,14.1,19.14,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
16.4198,,23.9002,32.53,64.04,363.06,4.41,16.29,96.04,281.1,15.89,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
10.66,,26.05,32.06,77.0,288.09,5.04,17.35,560.1,14.08,19.11,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
39.08,,21.07,32.02,62.02,168.09,9.0,22.04,10.04,14.03,19.09,,,,
,March,,,,,,,,,,wheat,red sandy,mumbai,
96.699,,26.05,36.03,73.02,192.05,8.41,22.6103,126.04,9.04,22.7598,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
325.67,,26.1,41.02,27.09,288.05,9.05,23.41,18.09,431.01,26.91,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
14.9501,,26.08,36.09,64.03,288.1,6.09,18.41,111.05,7.0,13.15,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
10.67,,26.09,32.05,77.07,288.05,5.1,17.3102,560.03,14.06,19.0802,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
184.2099998,,24.06,33.09,28.05,192.1,10.01,24.7598,10.09,14.06,19.15,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
10.6,,26.08,32.03,77.04,288.04,5.0,17.32,560.02,14.01,19.13,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
176.59,,27.03,38.09,61.03,312.06,6.81,19.67,56.08,7.03,13.17,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
184.2099998,,24.07,33.08,28.05,192.05,10.06,24.79,10.03,14.02,19.07,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
327.57,,26.05,41.08,27.0,288.09,9.07,23.45,18.02,431.05,26.99,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
51.1604,,24.1,34.08,70.02,216.07,9.53,23.58,2.1,7.05,13.17,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
184.28,,24.03,33.04,28.02,192.08,10.04,24.79,10.03,14.04,19.14,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
200.2,,27.03,33.01,69.08,240.02,10.06,25.05,10.02,14.05,19.07,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
51.1,,24.07,34.02,70.07,216.08,9.59,23.54,2.07,7.07,13.13,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
16.4398,,23.84,32.52,64.08,363.02,4.4,16.21,96.1,281.01,15.82,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
97.82,,26.0,36.02,73.01,192.06,8.47,22.6303,126.02,9.08,22.7,,,,
,May,,,,,,,,,,88.36,potato,red loamy,kolkata
187.55,,27.05,39.09,46.06,312.09,7.03,20.68,51.05,431.01,26.96,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
176.51,,27.06,38.01,61.05,312.04,6.83,19.66,56.09,7.02,13.12,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
54.6205,,15.08,29.07,57.08,168.04,11.1,22.9,20.03,216.07,28.71,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
135.420002,,23.87,32.55,64.1,363.06,4.48,16.2598,96.05,281.03,15.81,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
123.22,,23.59,32.2,63.06,302.01,4.9701,16.93,98.8,281.09,15.8501,,,,
,august,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
327.55,,26.03,41.09,27.05,288.05,9.06,23.4398,18.09,431.02,26.97,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
0.09,,27.0,35.03,73.04,168.03,5.06,17.55,170.09,216.04,28.77,,,,
,July,,,,,,,,,,wheat,red sandy,delhi,
85.75,,23.05,34.02,67.1,192.09,8.0,19.73,80.02,431.01,26.92,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
201.72,,27.0,33.05,69.1,240.1,10.04,25.01,10.03,14.06,19.14,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
425.5,,27.2798,40.06,37.03,225.01,8.31,22.29,44.46,281.1,15.88,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
181.320002,,22.02,37.09,26.04,240.01,9.06,22.7003,4.01,431.04,26.94,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
185.75,,26.05,39.3,34.03,138.07,9.2398,23.68,10.02,281.1,15.8701,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
221.15,,26.05,39.02,42.07,192.02,8.1,21.93,30.05,216.07,28.73,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
46.83,,16.06,32.06,35.08,192.1,8.04,19.21,5.01,431.07,26.98,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
142.06,,28.01,39.01,54.06,216.03,7.05,20.66,80.05,216.0,28.77,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
224.2,,27.04,39.04,46.07,312.01,7.01,20.67,51.07,431.01,26.93,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
135.49,,23.87,32.56,64.08,363.03,4.42,16.22,96.09,281.07,15.83,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
10.92,,26.1,32.07,77.09,288.06,5.09,17.35,560.03,14.0,19.0802,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
325.69,,26.03,41.1,27.08,288.09,9.03,23.4797,18.03,431.08,26.95,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
0.06,,26.05,33.04,84.01,144.01,4.14,16.1502,375.03,9.09,22.79,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
97.8,,26.01,36.04,73.0,192.0,8.48,22.66,126.01,9.08,22.75,,,,
,May,,,,,,,,,,88.36,potato,red loamy,kolkata
16.71,,22.07,34.09,63.02,120.05,8.48,20.52,28.01,9.02,22.77,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
17.9797,,24.09,33.07,81.04,240.0,5.05,16.95,227.02,431.01,26.93,,,,
,august,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
93.04,,22.57,37.55,30.04,121.0,9.7199,23.56,1.90001,281.09,15.8701,,,,
,March,,,,,,,,,,78.06,potato,red loamy,kurnool
149.55,,26.03,39.39,34.06,138.02,9.28,23.6303,10.1,281.06,15.8,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
235.14,,27.02,39.1,63.01,312.05,9.09,23.25,32.03,7.02,13.15,,,,
,May,,,,,,,,,,80.27,potato,red loamy,chennai
0.06,,25.1,30.01,83.06,336.09,2.06,12.83,640.03,14.01,19.15,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
221.79,,22.04,37.06,26.04,240.07,9.03,22.67,4.06,431.03,27.0,,,,
,April,,,,,,,,,,75.78,potato,red loamy,jaipur
10.61,,26.09,32.01,77.06,288.01,5.06,17.36,560.0,14.0,19.15,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
178.880002,,25.03,35.67,54.01,354.04,5.8199,18.38,71.64,281.03,15.8701,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
142.02,,28.09,39.02,54.05,216.03,7.05,20.69,80.02,216.02,28.73,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
142.97,,21.03,36.05,41.1,168.09,10.03,23.8102,40.04,216.04,28.7598,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
96.6,,26.02,36.05,73.04,192.04,8.5,22.6103,126.04,9.07,22.72,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
0.09,,26.06,33.02,84.03,144.04,4.18995,16.1502,375.07,9.04,22.7798,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
93.07,,22.51,37.56,30.09,121.06,9.75,23.54,1.8,281.1,15.88,,,,
,March,,,,,,,,,,78.06,potato,red loamy,kurnool
425.55,,27.22,40.08,37.04,225.09,8.39,22.24,44.4,281.04,15.8,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.03,,25.06,30.09,83.09,336.06,2.03,12.81,640.07,14.07,19.12,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
14.98,,26.02,36.03,64.06,288.05,6.09,18.49,111.09,7.02,13.13,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
10.66,,26.01,32.0,77.03,288.04,5.01,17.37,560.04,14.03,19.11,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
142.04,,28.01,39.09,54.08,216.03,7.1,20.68,80.02,216.1,28.7598,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
5.1999,,27.05,34.01,80.02,168.04,4.53,16.79,301.01,9.03,22.79,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
31.87,,25.03,34.02,72.06,120.05,6.03,16.79,110.01,216.04,28.74,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
178.86,,25.07,35.61,54.07,354.04,5.87,18.3302,71.619,281.09,15.81,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
200.14,,27.04,33.1,69.0,240.06,10.02,25.09,10.02,14.08,19.15,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
93.04,,22.57,37.51,30.09,121.07,9.78,23.59,1.81,281.04,15.81,,,,
,March,,,,,,,,,,78.06,potato,red loamy,kurnool
123.23,,23.58,32.17,63.03,302.04,4.91,16.95,98.710001,281.04,15.88,,,,
,august,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
16.73,,22.09,34.0,63.03,120.09,8.46,20.55,28.03,9.02,22.7598,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
176.58,,27.05,38.03,61.05,312.07,6.8599,19.64,56.1,7.07,13.16,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
224.25,,27.02,39.08,46.1,312.03,7.09,20.6502,51.04,431.03,26.96,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
167.56,,25.09,35.64,54.04,354.01,5.85,18.38,71.6,281.01,15.81,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
0.06,,26.07,36.0,64.08,288.03,6.02,18.49,111.02,7.04,13.15,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
140.79,,25.09,35.63,54.04,354.09,5.87,18.39,71.64,281.01,15.88,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
16.47,,23.89,32.59,64.08,363.0,4.48,16.25,96.03,281.02,15.89,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
5.13,,27.02,34.03,80.06,168.01,4.52,16.75,301.09,9.09,22.77,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
5.94,,27.1,34.08,80.07,168.09,4.57,16.7598,301.02,9.01,22.73,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
416.54,,27.08,39.07,63.05,312.05,9.03,23.2,32.04,7.06,13.12,,,,
,may,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
47.8,,25.07,34.0,73.06,264.01,5.06,17.5,213.0,431.02,26.96,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
178.850002,,25.08,35.67,54.01,354.02,5.81,18.35,71.64,281.04,15.8601,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
108.95,,21.06,36.02,41.04,168.05,10.04,23.8302,40.05,216.07,28.7798,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
89.179,,24.04,34.0,70.02,216.02,9.52,23.56,2.01,7.03,13.16,,,,
,March,,,,,,,,,,80.27,potato,red loamy,chennai
166.94,,27.08,38.04,61.04,312.01,6.83,19.67,56.01,7.0,13.12,,,,
,June,,,,,,,,,,80.27,potato,red loamy,chennai
117.940001,,28.05,39.05,54.03,216.03,7.09,20.64,80.01,216.09,28.73,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
90.38,,25.04,35.02,70.08,264.04,6.3,18.9398,154.03,7.06,13.14,,,,
,august,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
146.109,,24.08,33.05,28.03,192.05,10.08,24.71,10.03,14.05,19.1,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
0.05,,26.09,33.05,84.0,144.01,4.18,16.14,375.09,9.05,22.71,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
0.02,,25.07,31.03,81.09,168.08,5.1,16.32,320.07,14.09,19.09,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
0.13,,25.09,34.09,73.01,264.1,5.01,17.54,213.07,431.02,26.91,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
0.07,,25.05,34.06,73.07,264.08,5.08,17.56,213.05,431.09,26.93,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
416.58,,27.03,39.1,63.06,312.07,9.02,23.24,32.02,7.03,13.17,,,,
,may,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
14.94,,26.03,36.07,64.01,288.06,6.0,18.4,111.01,7.09,13.14,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
47.8795,,25.1,34.02,73.03,264.02,5.04,17.54,213.08,431.05,26.95,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
176.54,,27.0,38.1,61.06,312.04,6.8599,19.6303,56.06,7.04,13.18,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
58.1905,,23.34,31.9,65.02,207.09,5.53,17.38,116.0,281.0,15.8701,,,,
,september,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
47.71,,22.06,34.01,63.05,120.0,8.49,20.6,28.0,9.02,22.73,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
117.95,,28.02,39.07,54.04,216.02,7.02,20.6303,80.09,216.03,28.75,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
0.09,,25.02,31.04,81.02,168.08,5.01,16.34,320.03,14.04,19.13,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
149.58,,26.01,39.37,34.1,138.03,9.2099,23.6103,10.03,281.04,15.8601,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
116.13,,25.02,36.1,70.03,192.0,9.2199,23.36,51.07,9.1,22.79,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
246.47,,27.2598,40.03,37.06,225.03,8.39,22.25,44.49,281.04,15.84,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
84.410001,,25.01,36.1,70.09,192.02,9.28,23.3102,51.02,9.02,22.77,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
10.84,,26.04,34.07,77.05,144.09,4.09,15.39,200.03,216.03,28.75,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
176.56,,27.09,38.09,61.06,312.03,6.85,19.67,56.0,7.0,13.13,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
220.87,,26.05,39.06,42.02,192.09,8.0,21.9398,30.02,216.08,28.73,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
247.54,,27.2598,40.04,37.05,225.02,8.33,22.23,44.08,281.01,15.8601,,,,
,May,,,,,,,,,,wheat,red sandy,kurnool,
0.04,,26.09,33.1,84.06,144.02,4.18995,16.17,375.03,9.01,22.7,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
65.61,,25.04,35.04,72.07,240.03,6.6199,19.2598,121.01,7.01,13.09,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
10.68,,26.01,32.03,77.08,288.09,5.03,17.3,560.08,14.1,19.0802,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
31.8,,25.06,34.06,72.02,120.07,6.01,16.74,110.06,216.0,28.7598,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
142.07,,28.06,39.07,54.06,216.02,7.04,20.6,80.01,216.02,28.71,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
166.920002,,27.06,38.05,61.03,312.09,6.81,19.64,56.08,7.03,13.12,,,,
,June,,,,,,,,,,80.27,potato,red loamy,chennai
73.73,,21.02,32.05,62.04,168.07,9.08,22.06,10.03,14.07,19.1,,,,
,March,,,,,,,,,,72.82,potato,red loamy,mumbai
224.2099998,,27.05,39.0,46.09,312.09,7.07,20.6,51.07,431.02,26.93,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.04,,25.03,30.1,83.06,336.08,2.1,12.83,640.05,14.1,19.16,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
142.07,,28.02,39.04,54.05,216.02,7.01,20.6502,80.04,216.06,28.79,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
0.05,,25.07,30.04,83.03,336.04,2.07,12.8,640.09,14.0,19.0802,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
132.14,,26.08,36.05,64.08,288.08,6.03,18.43,111.01,7.1,13.14,,,,
,july,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
31.8102,,25.09,34.03,72.08,120.04,6.03,16.79,110.06,216.05,28.75,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
16.74,,22.01,34.06,63.02,120.03,8.43,20.53,28.01,9.03,22.7598,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
0.01,,26.05,33.07,84.06,144.07,4.18995,16.17,375.02,9.09,22.72,,,,
,July,,,,,,,,,,88.36,potato,red loamy,kolkata
53.63,,22.58,37.58,30.02,121.08,9.76,23.56,1.85,281.08,15.84,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
0.01,,23.8302,32.52,64.01,363.06,4.45,16.2798,96.08,281.06,15.8,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
96.63,,26.03,36.06,73.09,192.08,8.44,22.69,126.08,9.0,22.72,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
201.7,,27.08,33.1,69.04,240.08,10.08,25.05,10.08,14.04,19.17,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
200.12,,27.02,33.08,69.01,240.02,10.04,25.04,10.01,14.0,19.11,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
5.1099,,27.1,34.04,80.04,168.09,4.59,16.8,301.07,9.03,22.7,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
281.04,,26.0,36.02,73.04,192.02,8.42,22.6502,126.09,9.04,22.74,,,,
,may,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
0.08,,25.07,30.05,83.05,336.09,2.08,12.84,640.01,14.01,19.09,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
224.2399998,,27.07,39.0,46.01,312.01,7.05,20.6502,51.01,431.09,26.92,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
108.97,,21.02,36.08,41.09,168.02,10.05,23.8,40.03,216.06,28.7,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
200.15,,27.08,33.09,69.01,240.02,10.0,25.06,10.05,14.07,19.16,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
236.68,,27.09,39.02,63.09,312.03,9.08,23.2798,32.01,7.04,13.16,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
327.51,,26.03,41.06,27.05,288.02,9.1,23.45,18.02,431.06,26.95,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
84.45,,25.04,36.0,70.06,192.07,9.2199,23.4002,51.0,9.09,22.71,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
23.71,,15.0,29.06,57.02,168.09,11.07,22.9597,20.01,216.03,28.79,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
132.16,,26.06,36.02,64.02,288.09,6.06,18.4597,111.02,7.07,13.18,,,,
,july,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
14.91,,26.05,36.02,64.07,288.08,6.02,18.49,111.01,7.1,13.1,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
0.03,,25.01,31.06,81.0,168.09,5.08,16.4002,320.09,14.09,19.09,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
141.59,,27.04,38.01,61.05,312.04,6.88,19.68,56.01,7.06,13.12,,,,
,June,,,,,,,,,,wheat,red sandy,chennai,
54.65,,15.0,29.05,57.02,168.02,11.03,22.9797,20.0,216.04,28.77,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
116.169,,25.06,36.08,70.08,192.07,9.25,23.35,51.08,9.0,22.8,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
16.4797,,23.8302,32.52,64.1,363.06,4.46,16.22,96.07,281.04,15.8701,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
166.94,,27.07,38.02,61.02,312.02,6.89,19.62,56.05,7.06,13.16,,,,
,June,,,,,,,,,,80.27,potato,red loamy,chennai
5.4701,,27.08,34.09,80.03,168.04,4.6,16.71,301.04,9.08,22.75,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
201.76,,27.05,33.01,69.02,240.05,10.1,25.03,10.03,14.09,19.07,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
108.92,,21.06,36.07,41.09,168.08,10.0,23.86,40.0,216.0,28.77,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
247.54,,27.25,40.05,37.06,225.1,8.32,22.21,44.08,281.01,15.8601,,,,
,May,,,,,,,,,,wheat,red sandy,kurnool,
143.12,,26.01,36.02,70.04,264.06,9.7199,24.53,10.01,7.07,13.14,,,,
,April,,,,,,,,,,wheat,red sandy,chennai,
53.63,,22.57,37.52,30.0,121.01,9.7099,23.58,1.87,281.09,15.9,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
216.41,,27.08,39.08,46.01,312.05,7.01,20.6103,51.03,431.02,26.96,,,,
,June,,,,,,,,,,75.78,potato,red loamy,jaipur
187.51,,27.1,39.03,46.0,312.09,7.02,20.6502,51.08,431.1,27.0,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
216.420002,,27.02,39.02,46.07,312.09,7.07,20.66,51.05,431.02,26.95,,,,
,June,,,,,,,,,,75.78,potato,red loamy,jaipur
90.399,,25.02,35.05,70.01,264.1,6.27005,18.95,154.04,7.01,13.14,,,,
,august,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
